CID,CANDIDATE TITLE,CANDIDATE CATEGORY,JID,JOB TITLE,JOB CATEGORY,SCORE,MAX SCORE,CATEGORY MATCH,
4578,"Staffing Consultant at Kenexa, an IBM Company",Staffing and Recruiting,171192,"Accenture Management Consulting - Financial Services - Fraud (AML) Risk Management, Consultant +",Industry Solutions | Services,0.023823204,0.034033146,0,
4578,"Staffing Consultant at Kenexa, an IBM Company",Staffing and Recruiting,180376,HR & Talent Management/Cloud Technologies Consultant,Process Excellence | Change Enablement,0.027226517,0.034033146,0,
4578,"Staffing Consultant at Kenexa, an IBM Company",Staffing and Recruiting,191430,Enterprise Architecture Consultants +,Tech Arch Consultant,0.034033146,0.034033146,0,
8739,Senior Engineer Product Development,Software Engineering,173454,Financial Services Industry Finance Transformation Senior Manager+,Industry Solns &amp; Svcs Senior Manager,0.12653685,0.45919174,0,
8739,Senior Engineer Product Development,Software Engineering,174394,Salesforce.com Senior Software Engineer  +,Software Engineering,0.45919174,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,210034,Software Engineering eCommerce Developer -S,Software Engineering,0.048704058,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,210813,Big Data Software Engineering Analyst+,Software Engineering,0.039766695,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,210815,Hadoop Software Engineering Team Lead+,Software Engineering,0.37478608,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,211382,Software Engineering - Sr. Analyst - Java - S,Software Engineering,0.3326071,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,215113,"Federal - Senior PeopleSoft Developer - Annapolis Junction, MD",Software Engineering,0.3326071,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,215503,Java/J2EE Execution Architect - Software Engineering Team Lead +,Software Engineering,0.29042816,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,215841,Java Webservices Software Engineering Sr. Analyst- Austin,Software Engineering,0.3326071,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,215848,"Entry Level Software Engineering Associate - Atlanta, GA +",Software Engineering,0.039766695,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,217015,Data Analytics Senior Developer,Software Engineering,0.43684834,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,217140,CA:Gen Senior Software Developer,Software Engineering,0.45919174,0.45919174,1,
8739,Senior Engineer Product Development,Software Engineering,221385,Federal - Centralized Recruiting Team Lead,Human Resources,0.14762634,0.45919174,0,
8739,Senior Engineer Product Development,Software Engineering,243899,Corporate Functions/HR: Market Intelligence & Annual Planning Senior Analyst/Specialist (Location Negotiable)*,Human Resources,0.0843579,0.45919174,0,
TEST,Computer Engineering,Software Engineering,174394,Salesforce.com Senior Software Engineer  +,Software Engineering,0.106509835,0.120502114,1,
TEST,Computer Engineering,Software Engineering,210034,Software Engineering eCommerce Developer -S,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,210813,Big Data Software Engineering Analyst+,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,210815,Hadoop Software Engineering Team Lead+,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,211382,Software Engineering - Sr. Analyst - Java - S,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,215113,"Federal - Senior PeopleSoft Developer - Annapolis Junction, MD",Software Engineering,0.085207865,0.120502114,1,
TEST,Computer Engineering,Software Engineering,215503,Java/J2EE Execution Architect - Software Engineering Team Lead +,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,215841,Java Webservices Software Engineering Sr. Analyst- Austin,Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,215848,"Entry Level Software Engineering Associate - Atlanta, GA +",Software Engineering,0.120502114,0.120502114,1,
TEST,Computer Engineering,Software Engineering,217015,Data Analytics Senior Developer,Software Engineering,0.106509835,0.120502114,1,
TEST,Computer Engineering,Software Engineering,217140,CA:Gen Senior Software Developer,Software Engineering,0.106509835,0.120502114,1,
TEST,Data Engineering,Software Engineering,174394,Salesforce.com Senior Software Engineer  +,Software Engineering,0.14555967,1.5128895,1,
TEST,Data Engineering,Software Engineering,178049,Management Consulting Oracle Hyperion Data Integration (FDM/ODI) Manager**,Industry Solutions | Services,0.38180318,1.5128895,0,
TEST,Data Engineering,Software Engineering,210034,Software Engineering eCommerce Developer -S,Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,210813,Big Data Software Engineering Analyst+,Software Engineering,1.3984128,1.5128895,1,
TEST,Data Engineering,Software Engineering,210815,Hadoop Software Engineering Team Lead+,Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,211382,Software Engineering - Sr. Analyst - Java - S,Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,215113,"Federal - Senior PeopleSoft Developer - Annapolis Junction, MD",Software Engineering,0.11644773,1.5128895,1,
TEST,Data Engineering,Software Engineering,215503,Java/J2EE Execution Architect - Software Engineering Team Lead +,Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,215841,Java Webservices Software Engineering Sr. Analyst- Austin,Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,215848,"Entry Level Software Engineering Associate - Atlanta, GA +",Software Engineering,0.16468196,1.5128895,1,
TEST,Data Engineering,Software Engineering,217015,Data Analytics Senior Developer,Software Engineering,1.5128895,1.5128895,1,
TEST,Data Engineering,Software Engineering,217140,CA:Gen Senior Software Developer,Software Engineering,0.14555967,1.5128895,1,
TEST,Development in Java,Software Engineering,211382,Software Engineering - Sr. Analyst - Java - S,Software Engineering,0.4381733,0.4381733,1,
TEST,Development in Java,Software Engineering,215841,Java Webservices Software Engineering Sr. Analyst- Austin,Software Engineering,0.4381733,0.4381733,1,
TEST,Java Backend Developer,Software Engineering,174394,Salesforce.com Senior Software Engineer  +,Software Engineering,0.10440489,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,210034,Software Engineering eCommerce Developer -S,Software Engineering,0.083523914,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,210813,Big Data Software Engineering Analyst+,Software Engineering,0.06819699,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,210815,Hadoop Software Engineering Team Lead+,Software Engineering,0.06819699,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,211382,Software Engineering - Sr. Analyst - Java - S,Software Engineering,0.51585746,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,215113,"Federal - Senior PeopleSoft Developer - Annapolis Junction, MD",Software Engineering,0.06819699,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,215503,Java/J2EE Execution Architect - Software Engineering Team Lead +,Software Engineering,0.45261353,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,215841,Java Webservices Software Engineering Sr. Analyst- Austin,Software Engineering,0.51585746,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,215848,"Entry Level Software Engineering Associate - Atlanta, GA +",Software Engineering,0.06819699,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,217015,Data Analytics Senior Developer,Software Engineering,0.085246235,0.51585746,1,
TEST,Java Backend Developer,Software Engineering,217140,CA:Gen Senior Software Developer,Software Engineering,0.10440489,0.51585746,1,
TEST,Recruitment,Staffing and Recruiting,246159,Recruitment Transaction Processing Analyst,Business Process Delivery,1.0893275,1.9256771,0,
TEST,Recruitment,Staffing and Recruiting,264198,Recruitment Transaction Processing Analyst,Recruitment,1.0893275,1.9256771,0,
TEST,Talent Sourcing,Staffing and Recruiting,180376,HR & Talent Management/Cloud Technologies Consultant,Process Excellence | Change Enablement,0.4539815,1.333362,0,
TEST,Talent Sourcing,Staffing and Recruiting,216138,Associate Recruiter,Human Resources,0.31904924,1.333362,0,
TEST,Talent Sourcing,Staffing and Recruiting,248390,Talent Acquisition Sourcing Channel Associate Manager,Human Resources,1.333362,1.333362,0,
TEST,Talent Sourcing,Staffing and Recruiting,252177,Sourcing Manager - IT,Source To Pay Services,0.2126995,1.333362,0,
TEST,Talent Sourcing,Staffing and Recruiting,252927,"Sourcing Manager, HR",Sourcing and Procurement,0.30080253,1.333362,0,
